   0.0000 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
   0.2500 2.5517e+08 1.2621e+08 9.2732e+08 1.3069e+08 9.2732e+08 2.2148e+08 2.5517e+08
   0.5000 4.3070e+08 2.1959e+08 1.2617e+09 2.2966e+08 1.2616e+09 3.6626e+08 4.4000e+08
   0.7500 5.5984e+08 2.2006e+08 1.5124e+09 2.3939e+08 1.5069e+09 4.4688e+08 6.6205e+08
   1.0000 6.2933e+08 1.7929e+08 1.6137e+09 2.0437e+08 1.5962e+09 4.8120e+08 8.1400e+08
   1.2500 6.3129e+08 1.4462e+08 1.5494e+09 1.7086e+08 1.5230e+09 4.7365e+08 8.4975e+08
   1.5000 5.8159e+08 1.2071e+08 1.3680e+09 1.4447e+08 1.3395e+09 4.3551e+08 7.9126e+08
   1.7500 5.0552e+08 1.0968e+08 1.1411e+09 1.2967e+08 1.1151e+09 3.8132e+08 6.8541e+08
   2.0000 4.2342e+08 1.1142e+08 9.1937e+08 1.2801e+08 8.9762e+08 3.2304e+08 5.6868e+08
   2.2500 3.4688e+08 1.1328e+08 7.2662e+08 1.2700e+08 7.0922e+08 2.6800e+08 4.6053e+08
   2.5000 2.8073e+08 1.0784e+08 5.6905e+08 1.1899e+08 5.5543e+08 2.1962e+08 3.6830e+08
   2.7500 2.2591e+08 9.7170e+07 4.4441e+08 1.0609e+08 4.3386e+08 1.7883e+08 2.9300e+08
   3.0000 1.8150e+08 8.5422e+07 3.4743e+08 9.2528e+07 3.3927e+08 1.4524e+08 2.3289e+08
   3.2500 1.4593e+08 7.4013e+07 2.7250e+08 7.9690e+07 2.6618e+08 1.1792e+08 1.8542e+08
   3.5000 1.1757e+08 6.3470e+07 2.1460e+08 6.8016e+07 2.0968e+08 9.5863e+07 1.4805e+08
   3.7500 9.5024e+07 5.4130e+07 1.6976e+08 5.7787e+07 1.6591e+08 7.8120e+07 1.1868e+08
   4.0000 7.7098e+07 4.6020e+07 1.3505e+08 4.8970e+07 1.3204e+08 6.3882e+07 9.5526e+07
   4.2500 6.2823e+07 3.9066e+07 1.0807e+08 4.1452e+07 1.0571e+08 5.2448e+07 7.7242e+07
   4.5000 5.1435e+07 3.2972e+07 8.7005e+07 3.4885e+07 8.5152e+07 4.3251e+07 6.2766e+07
   4.7500 4.2331e+07 2.7483e+07 7.0477e+07 2.8978e+07 6.9015e+07 3.5838e+07 5.1286e+07
   5.0000 3.5017e+07 2.3006e+07 5.7433e+07 2.4181e+07 5.6273e+07 2.9836e+07 4.2136e+07
   5.2500 2.9109e+07 1.9340e+07 4.7074e+07 2.0268e+07 4.6149e+07 2.4952e+07 3.4801e+07
   5.5000 2.4313e+07 1.6326e+07 3.8800e+07 1.7064e+07 3.8059e+07 2.0960e+07 2.8889e+07
   5.7500 2.0404e+07 1.3837e+07 3.2154e+07 1.4427e+07 3.1556e+07 1.7684e+07 2.4105e+07
   6.0000 1.7201e+07 1.1774e+07 2.6786e+07 1.2248e+07 2.6301e+07 1.4983e+07 2.0211e+07
   6.2500 1.4562e+07 1.0055e+07 2.2426e+07 1.0438e+07 2.2030e+07 1.2744e+07 1.7023e+07
   6.5000 1.2377e+07 8.6179e+06 1.8867e+07 8.9283e+06 1.8544e+07 1.0881e+07 1.4399e+07
   6.7500 1.0560e+07 7.4112e+06 1.5945e+07 7.6641e+06 1.5680e+07 9.3235e+06 1.2229e+07
   7.0000 9.0435e+06 6.3950e+06 1.3529e+07 6.6019e+06 1.3310e+07 8.0172e+06 1.0428e+07
   7.2500 7.7728e+06 5.5358e+06 1.1523e+07 5.7058e+06 1.1341e+07 6.9173e+06 8.9260e+06
   7.5000 6.7034e+06 4.8066e+06 9.8506e+06 4.9469e+06 9.6991e+06 5.9875e+06 7.6683e+06
   7.7500 5.8002e+06 4.1857e+06 8.4530e+06 4.3019e+06 8.3261e+06 5.1988e+06 6.6108e+06
   8.0000 5.0346e+06 3.6551e+06 7.2809e+06 3.7516e+06 7.1744e+06 4.5276e+06 5.7182e+06
   8.2500 4.3832e+06 3.2005e+06 6.2933e+06 3.2810e+06 6.2035e+06 3.9542e+06 4.9620e+06
   8.5000 3.8272e+06 2.8099e+06 5.4564e+06 2.8773e+06 5.3804e+06 3.4630e+06 4.3190e+06
   8.7500 3.3509e+06 2.4734e+06 4.7451e+06 2.5300e+06 4.6805e+06 3.0407e+06 3.7703e+06
   9.0000 2.9418e+06 2.1825e+06 4.1386e+06 2.2303e+06 4.0835e+06 2.6767e+06 3.3006e+06
   9.2500 2.5893e+06 1.9304e+06 3.6199e+06 1.9708e+06 3.5728e+06 2.3621e+06 2.8974e+06
   9.5000 2.2848e+06 1.7114e+06 3.1752e+06 1.7457e+06 3.1347e+06 2.0895e+06 2.5502e+06
   9.7500 2.0211e+06 1.5206e+06 2.7927e+06 1.5497e+06 2.7578e+06 1.8528e+06 2.2505e+06
  10.0000 1.7920e+06 1.3539e+06 2.4627e+06 1.3788e+06 2.4326e+06 1.6464e+06 1.9908e+06
  10.2500 1.5922e+06 1.2079e+06 2.1769e+06 1.2292e+06 2.1508e+06 1.4660e+06 1.7650e+06
  10.5000 1.4177e+06 1.0798e+06 1.9287e+06 1.0981e+06 1.9060e+06 1.3080e+06 1.5683e+06
  10.7500 1.2649e+06 9.6715e+05 1.7126e+06 9.8291e+05 1.6928e+06 1.1694e+06 1.3965e+06
  11.0000 1.1309e+06 8.6784e+05 1.5241e+06 8.8145e+05 1.5068e+06 1.0474e+06 1.2461e+06
  11.2500 1.0131e+06 7.8014e+05 1.3592e+06 7.9191e+05 1.3440e+06 9.3994e+05 1.1143e+06
  11.5000 9.0930e+05 7.0252e+05 1.2146e+06 7.1275e+05 1.2013e+06 8.4509e+05 9.9844e+05
  11.7500 8.1774e+05 6.3372e+05 1.0876e+06 6.4262e+05 1.0759e+06 7.6121e+05 8.9646e+05
  12.0000 7.3678e+05 5.7260e+05 9.7579e+05 5.8036e+05 9.6541e+05 6.8689e+05 8.0646e+05
  12.2500 6.6490e+05 5.1817e+05 8.7706e+05 5.2497e+05 8.6786e+05 6.2078e+05 7.2671e+05
