   5.0000 7.8532e+06 5.6457e+06 1.1252e+07 5.9080e+06 1.1024e+07 6.8096e+06 9.0771e+06
   5.2500 7.2626e+06 5.2354e+06 1.0392e+07 5.4642e+06 1.0196e+07 6.3269e+06 8.3534e+06
   5.5000 6.6994e+06 4.8422e+06 9.5729e+06 5.0414e+06 9.4041e+06 5.8625e+06 7.6697e+06
   5.7500 6.1671e+06 4.4689e+06 8.7997e+06 4.6422e+06 8.6546e+06 5.4198e+06 7.0291e+06
   6.0000 5.6678e+06 4.1174e+06 8.0752e+06 4.2680e+06 7.9504e+06 5.0014e+06 6.4329e+06
   6.2500 5.2024e+06 3.7885e+06 7.4004e+06 3.9193e+06 7.2930e+06 4.6084e+06 5.8811e+06
   6.5000 4.7705e+06 3.4823e+06 6.7751e+06 3.5960e+06 6.6825e+06 4.2414e+06 5.3727e+06
   6.7500 4.3716e+06 3.1986e+06 6.1980e+06 3.2975e+06 6.1181e+06 3.9003e+06 4.9059e+06
   7.0000 4.0043e+06 2.9366e+06 5.6673e+06 3.0226e+06 5.5982e+06 3.5844e+06 4.4787e+06
   7.2500 3.6671e+06 2.6953e+06 5.1805e+06 2.7703e+06 5.1207e+06 3.2927e+06 4.0884e+06
   7.5000 3.3580e+06 2.4737e+06 4.7351e+06 2.5391e+06 4.6832e+06 3.0242e+06 3.7327e+06
   7.7500 3.0754e+06 2.2704e+06 4.3282e+06 2.3276e+06 4.2830e+06 2.7774e+06 3.4088e+06
   8.0000 2.8171e+06 2.0843e+06 3.9570e+06 2.1344e+06 3.9176e+06 2.5509e+06 3.1142e+06
   8.2500 2.5814e+06 1.9140e+06 3.6186e+06 1.9579e+06 3.5842e+06 2.3433e+06 2.8464e+06
   8.5000 2.3664e+06 1.7583e+06 3.3105e+06 1.7968e+06 3.2804e+06 2.1533e+06 2.6031e+06
   8.7500 2.1705e+06 1.6160e+06 3.0300e+06 1.6500e+06 3.0036e+06 1.9794e+06 2.3821e+06
   9.0000 1.9918e+06 1.4861e+06 2.7748e+06 1.5160e+06 2.7516e+06 1.8204e+06 2.1813e+06
   9.2500 1.8290e+06 1.3674e+06 2.5426e+06 1.3938e+06 2.5221e+06 1.6750e+06 1.9989e+06
